datetime,portfolio_value,cash,return
2020-03-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-21 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-23 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-24 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-25 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-26 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-28 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-30 09:30:00-04:00,100000.0,100000.0,0.0
2020-03-31 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-01 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-02 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-03 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-04 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-06 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-07 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-08 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-09 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-10 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-13 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-14 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-15 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-16 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-17 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-18 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-20 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-21 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-22 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-23 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-24 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-25 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-27 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-28 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-29 09:30:00-04:00,100000.0,100000.0,0.0
2020-04-30 09:30:00-04:00,100000.0,100000.0,0.0
2020-05-01 09:30:00-04:00,100000.0,49981.97270202637,0.0
2020-05-02 09:30:00-04:00,100000.0,25006.17155456543,0.0
2020-05-04 09:30:00-04:00,100531.7597579956,25006.17155456543,0.005317597579955979
2020-05-05 09:30:00-04:00,101873.57563781738,25006.17155456543,0.01334718384570066
2020-05-06 09:30:00-04:00,102113.48124694824,25006.17155456543,0.002354934610165893
2020-05-07 09:30:00-04:00,103083.86205291748,25006.17155456543,0.009502964683208548
2020-05-08 09:30:00-04:00,103083.86205291748,25006.17155456543,0.0
2020-05-09 09:30:00-04:00,103083.86205291748,25006.17155456543,0.0
2020-05-11 09:30:00-04:00,104438.09872436523,25006.17155456543,0.013137232584015557
2020-05-12 09:30:00-04:00,102740.6450881958,25006.17155456543,-0.01625320315959966
2020-05-13 09:30:00-04:00,100368.0499343872,25006.17155456543,-0.023093052917585677
2020-05-14 09:30:00-04:00,101213.67155456543,25006.17155456543,0.008425207232092502
2020-05-15 09:30:00-04:00,101213.67155456543,25006.17155456543,0.0
2020-05-16 09:30:00-04:00,101213.67155456543,25006.17155456543,0.0
2020-05-18 09:30:00-04:00,103302.15617370605,25006.17155456543,0.02063441220008211
2020-05-19 09:30:00-04:00,103447.95835113525,25006.17155456543,0.0014114146580255227
2020-05-20 09:30:00-04:00,104487.77327728271,25006.17155456543,0.010051575137113966
2020-05-21 09:30:00-04:00,103850.45401763916,25006.17155456543,-0.006099462546228063
2020-05-22 09:30:00-04:00,103850.45401763916,25006.17155456543,0.0
2020-05-23 09:30:00-04:00,103850.45401763916,25006.17155456543,0.0
2020-05-26 09:30:00-04:00,105009.9375,25006.17155456543,0.01116493416739317
2020-05-27 09:30:00-04:00,103858.9211730957,25006.17155456543,-0.01096102287370937
2020-05-28 09:30:00-04:00,104992.43469238281,25006.17155456543,0.010913973556474277
2020-05-29 09:30:00-04:00,104992.43469238281,25006.17155456543,0.0
2020-05-30 09:30:00-04:00,104992.43469238281,25006.17155456543,0.0
2020-06-01 09:30:00-04:00,105760.71492004395,25006.17155456543,0.007317481777731061
2020-06-02 09:30:00-04:00,106198.2075881958,25006.17155456543,0.004136627371350565
2020-06-03 09:30:00-04:00,105752.2477645874,25006.17155456543,-0.004199315918190338
2020-06-04 09:30:00-04:00,104779.61881256104,25006.17155456543,-0.009197241407024381
2020-06-05 09:30:00-04:00,104779.61881256104,25006.17155456543,0.0
2020-06-06 09:30:00-04:00,104779.61881256104,25006.17155456543,0.0
2020-06-08 09:30:00-04:00,106596.74100494385,25006.17155456543,0.017342324900355255
2020-06-09 09:30:00-04:00,107397.2015914917,25006.17155456543,0.007509240704748343
2020-06-10 09:30:00-04:00,106434.16817474365,25006.17155456543,-0.008967025234150383
2020-06-11 09:30:00-04:00,105644.4315032959,25006.17155456543,-0.0074199543717122785
2020-06-12 09:30:00-04:00,105644.4315032959,25006.17155456543,0.0
2020-06-13 09:30:00-04:00,105644.4315032959,25006.17155456543,0.0
2020-06-15 09:30:00-04:00,106588.8423461914,25006.17155456543,0.008939523167068586
2020-06-16 09:30:00-04:00,106698.35548400879,25006.17155456543,0.0010274352869101833
2020-06-17 09:30:00-04:00,106811.2537612915,25006.17155456543,0.0010581070042792184
2020-06-18 09:30:00-04:00,106519.96810913086,25006.17155456543,-0.0027271063853592237
2020-06-19 09:30:00-04:00,106519.96810913086,25006.17155456543,0.0
2020-06-20 09:30:00-04:00,106519.96810913086,25006.17155456543,0.0
2020-06-22 09:30:00-04:00,107177.04693603516,25006.17155456543,0.006168597668289921
2020-06-23 09:30:00-04:00,107508.41160583496,25006.17155456543,0.0030917503259588752
2020-06-24 09:30:00-04:00,105724.02965545654,25006.17155456543,-0.01659760314309744
2020-06-25 09:30:00-04:00,105808.1413269043,25006.17155456543,0.0007955776158159455
2020-06-26 09:30:00-04:00,105808.1413269043,25006.17155456543,0.0
2020-06-27 09:30:00-04:00,105808.1413269043,25006.17155456543,0.0
2020-06-29 09:30:00-04:00,103496.51313781738,25006.17155456543,-0.021847356546458196
